state_fips,state_abbr,year,electric_bill_monthly,electric_bill_annual
39,OH,2019,108.15335861240935,1297.8403033489121
39,OH,2020,107.29843454353266,1287.581214522392
40,OK,2008,101.3944971167161,1216.7339654005932
40,OK,2009,93.12973051022688,1117.5567661227226
40,OK,2010,108.60828039732964,1303.2993647679557
40,OK,2011,115.61290841117234,1387.3549009340682
40,OK,2012,107.59925587865392,1291.191070543847
40,OK,2013,110.4659793091894,1325.5917517102728
40,OK,2014,114.1674832627046,1370.0097991524551
40,OK,2015,110.8698031290375,1330.43763754845
40,OK,2016,111.48643007705466,1337.837160924656
40,OK,2017,110.26737154542212,1323.2084585450655
40,OK,2018,117.28324589136042,1407.398950696325
40,OK,2019,113.93405155953296,1367.2086187143955
40,OK,2020,109.06679497824996,1308.8015397389995
41,OR,2008,87.15978451868266,1045.9174142241918
41,OR,2009,88.2257250474522,1058.7087005694264
41,OR,2010,85.51509158156729,1026.1810989788075
41,OR,2011,94.50796659139098,1134.0955990966918
41,OR,2012,93.79670377396936,1125.5604452876323
41,OR,2013,96.576080448929,1158.912965387148
41,OR,2014,97.29315097819774,1167.517811738373
41,OR,2015,96.24314279679244,1154.9177135615093
41,OR,2016,96.712247937739,1160.546975252868
41,OR,2017,103.2565050721833,1239.0780608661996
41,OR,2018,98.99728037297741,1187.967364475729
41,OR,2019,100.34690586464814,1204.1628703757776
41,OR,2020,102.32054865067794,1227.8465838081352
42,PA,2008,97.753370353833,1173.040444245996
42,PA,2009,98.08722377502652,1177.0466853003181
42,PA,2010,111.50602300895058,1338.0722761074069
42,PA,2011,115.32816541700645,1383.9379850040773
42,PA,2012,106.77847698161376,1281.341723779365
42,PA,2013,109.65551186640057,1315.866142396807
42,PA,2014,113.71940288762666,1364.63283465152
42,PA,2015,116.62196062210654,1399.4635274652785
42,PA,2016,116.67014959081108,1400.041795089733
42,PA,2017,114.48346022443324,1373.8015226931989
42,PA,2018,120.04102457170377,1440.4922948604453
42,PA,2019,115.470245641619,1385.642947699428
42,PA,2020,114.90211557808406,1378.8253869370087
44,RI,2008,102.87719999752026,1234.5263999702431
44,RI,2009,88.3622385455286,1060.3468625463431
44,RI,2010,96.07804661308539,1152.9365593570246
44,RI,2011,86.4359549522466,1037.2314594269592
44,RI,2012,86.04242067939225,1032.509048152707
44,RI,2013,91.47577122670573,1097.7092547204688
44,RI,2014,100.08757159338528,1201.0508591206233
44,RI,2015,114.50048577397843,1374.005829287741
44,RI,2016,109.01802403762464,1308.2162884514958
44,RI,2017,105.75793901349122,1269.0952681618946
44,RI,2018,121.04708468607066,1452.565016232848
44,RI,2019,121.61726127229396,1459.4071352675276
44,RI,2020,130.7522576486032,1569.0270917832386
45,SC,2008,118.39709793783037,1420.7651752539643
45,SC,2009,123.47019245168549,1481.642309420226
45,SC,2010,137.58877366699502,1651.0652840039402
45,SC,2011,135.01428683588816,1620.171442030658
45,SC,2012,131.6402636703099,1579.683164043719
45,SC,2013,134.85639751894072,1618.2767702272886
45,SC,2014,147.74094679671217,1772.891361560546
45,SC,2015,144.04206685224452,1728.5048022269343
45,SC,2016,146.0858750987465,1753.030501184958
45,SC,2017,140.80105864472512,1689.6127037367014
45,SC,2018,144.1963220097226,1730.355864116671
45,SC,2019,144.72556344043488,1736.7067612852186
45,SC,2020,138.15929889806003,1657.9115867767205
46,SD,2008,83.56028282950545,1002.7233939540654
46,SD,2009,86.87675764194121,1042.5210917032946
46,SD,2010,93.40171521402395,1120.8205825682874
46,SD,2011,96.7809811361086,1161.371773633303
46,SD,2012,98.68284944348045,1184.1941933217654
46,SD,2013,108.21299583728045,1298.5559500473653
46,SD,2014,109.45339255809199,1313.440710697104
46,SD,2015,108.68432661987327,1304.2119194384793
46,SD,2016,112.52752725953012,1350.3303271143614
46,SD,2017,115.06213372872979,1380.7456047447574
46,SD,2018,121.15540005831146,1453.8648006997375
46,SD,2019,120.60139487149002,1447.2167384578802
46,SD,2020,121.77141917689899,1461.257030122788
47,TN,2008,116.02431024263694,1392.2917229116433
47,TN,2009,116.17460229663862,1394.0952275596635
47,TN,2010,128.58353913543638,1543.0024696252367
47,TN,2011,132.25746734595884,1587.0896081515061
47,TN,2012,122.97708879145277,1475.7250654974332
47,TN,2013,124.24739591226053,1490.9687509471264
47,TN,2014,132.7569619659341,1593.083543591209
47,TN,2015,128.51211389294318,1542.1453667153182
47,TN,2016,128.88602763515956,1546.6323316219148
47,TN,2017,123.30160944145723,1479.6193132974868
47,TN,2018,137.34738655766878,1648.1686386920255
